Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 14, 15)
  ✓ Samples: 4,120,782 | Chi-Sq Stat: 459.6881 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00433 | Dmix: 0.004564 | Digital Mix Speed: 6549.485 | Time: 4.37s

[195/1331] Analyzing (a=14, b=15, c=17)...
  ✓ Samples: 4,692,837 | Chi-Sq Stat: 1352.0967 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00742 | Dmix: 0.007425 | Digital Mix Speed: 4043.294 | Time: 5.09s

[196/1331] Analyzing (a=14, b=15, c=18)...
  ✓ Samples: 4,120,965 | Chi-Sq Stat: 460.1692 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00434 | Dmix: 0.004566 | Digital Mix Speed: 6549.504 | Time: 4.14s

[197/1331] Analyzing (a=14, b=15, c=19)...
  ✓ Samples: 4,692,929 | Chi-Sq Stat: 1346.7002 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00749 | Dmix: 0.007487 | Digital Mix Speed: 4018.942 | Time: 5.03s

[198/1331] Analyzing (a=14, b=15, c=20)...
  ✓ Samples: 4,120,947 | Chi-Sq Stat: 447.6005 | Chi-Sq p-value: 0.0 | MAD: 0.00100 | KS D-Max: 0.00430 | Dmix: 0.004493 | Digital Mix Speed: 6614.997 | Time: 4.21s

[199/1331] Analyzing (a=14, b=16, c=10)...
  ✓ Samples: 3,999,562 | Chi-Sq Stat: 318.9078 | Chi-Sq p-value: 0.0 | MAD: 0.00082 | KS D-Max: 0.00206 | Dmix: 0.003708 | Digital Mix Speed: 8051.235 | Time: 4.20s

[200/1331] Analyzing (a=14, b=16, c=11)...
  ✓ Samples: 3,933,662 | Chi-Sq Stat: 819.9045 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00202 | Dmix: 0.006024 | Digital Mix Speed: 4921.490 | Time: 4.00s

[201/1331] Analyzing (a=14, b=16, c=12)...
  ✓ Samples: 3,999,459 | Chi-Sq Stat: 339.1225 | Chi-Sq p-value: 0.0 | MAD: 0.00087 | KS D-Max: 0.00221 | Dmix: 0.003906 | Digital Mix Speed: 7588.507 | Time: 4.16s

[202/1331] Analyzing (a=14, b=16, c=13)...
  ✓ Samples: 3,933,660 | Chi-Sq Stat: 819.4694 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00201 | Dmix: 0.006022 | Digital Mix Speed: 4921.490 | Time: 3.91s

[203/1331] Analyzing (a=14, b=16, c=14)...
  ✓ Samples: 3,942,424 | Chi-Sq Stat: 659.8596 | Chi-Sq p-value: 0.0 | MAD: 0.00122 | KS D-Max: 0.00156 | Dmix: 0.005499 | Digital Mix Speed: 5406.363 | Time: 4.05s

[204/1331] Analyzing (a=14, b=16, c=15)...
  ✓ Samples: 3,933,660 | Chi-Sq Stat: 818.6230 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00201 | Dmix: 0.006017 | Digital Mix Speed: 4921.490 | Time: 3.98s

[205/1331] Analyzing (a=14, b=16, c=16)...
  ✓ Samples: 3,999,052 | Chi-Sq Stat: 335.3838 | Chi-Sq p-value: 0.0 | MAD: 0.00086 | KS D-Max: 0.00219 | Dmix: 0.003880 | Digital Mix Speed: 7676.694 | Time: 4.11s

[206/1331] Analyzing (a=14, b=16, c=17)...
  ✓ Samples: 3,933,660 | Chi-Sq Stat: 818.9289 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00201 | Dmix: 0.006016 | Digital Mix Speed: 4921.490 | Time: 4.06s

[207/1331] Analyzing (a=14, b=16, c=18)...
  ✓ Samples: 3,999,548 | Chi-Sq Stat: 327.9775 | Chi-Sq p-value: 0.0 | MAD: 0.00084 | KS D-Max: 0.00209 | Dmix: 0.003782 | Digital Mix Speed: 7859.537 | Time: 4.07s

[208/1331] Analyzing (a=14, b=16, c=19)...
  ✓ Samples: 3,933,659 | Chi-Sq Stat: 818.0981 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00202 | Dmix: 0.006020 | Digital Mix Speed: 4921.490 | Time: 4.12s

[209/1331] Analyzing (a=14, b=16, c=20)...
  ✓ Samples: 3,999,347 | Chi-Sq Stat: 328.0407 | Chi-Sq p-value: 0.0 | MAD: 0.00086 | KS D-Max: 0.00216 | Dmix: 0.003857 | Digital Mix Speed: 7676.731 | Time: 4.08s

[210/1331] Analyzing (a=14, b=17, c=10)...
  ✓ Samples: 3,910,339 | Chi-Sq Stat: 1042.0205 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00429 | Dmix: 0.006442 | Digital Mix Speed: 4609.940 | Time: 3.84s

[211/1331] Analyzing (a=14, b=17, c=11)...
  ✓ Samples: 3,910,217 | Chi-Sq Stat: 1062.5608 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00432 | Dmix: 0.006447 | Digital Mix Speed: 4609.931 | Time: 4.16s

[212/1331] Analyzing (a=14, b=17, c=12)...
  ✓ Samples: 3,910,327 | Chi-Sq Stat: 1047.4874 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00429 | Dmix: 0.006435 | Digital Mix Speed: 4609.939 | Time: 4.03s

[213/1331] Analyzing (a=14, b=17, c=13)...
  ✓ Samples: 3,910,308 | Chi-Sq Stat: 1037.2928 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00428 | Dmix: 0.006409 | Digital Mix Speed: 4642.402 | Time: 4.14s

[214/1331] Analyzing (a=14, b=17, c=14)...
  ✓ Samples: 3,846,341 | Chi-Sq Stat: 1601.8399 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00496 | Dmix: 0.008845 | Digital Mix Speed: 3342.664 | Time: 3.86s

[215/1331] Analyzing (a=14, b=17, c=15)...
  ✓ Samples: 3,910,343 | Chi-Sq Stat: 1047.2863 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00428 | Dmix: 0.006376 | Digital Mix Speed: 4642.405 | Time: 3.94s

[216/1331] Analyzing (a=14, b=17, c=16)...
  ✓ Samples: 3,910,395 | Chi-Sq Stat: 1049.7685 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00426 | Dmix: 0.006427 | Digital Mix Speed: 4609.944 | Time: 4.11s

[217/1331] Analyzing (a=14, b=17, c=17)...
  ✓ Samples: 3,910,382 | Chi-Sq Stat: 1028.4973 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00425 | Dmix: 0.006406 | Digital Mix Speed: 4642.408 | Time: 4.04s

[218/1331] Analyzing (a=14, b=17, c=18)...
  ✓ Samples: 3,910,354 | Chi-Sq Stat: 1067.2310 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00430 | Dmix: 0.006441 | Digital Mix Speed: 4609.941 | Time: 4.09s

[219/1331] Analyzing (a=14, b=17, c=19)...
  ✓ Samples: 3,910,344 | Chi-Sq Stat: 1038.8993 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00430 | Dmix: 0.006399 | Digital Mix Speed: 4642.405 | Time: 3.96s

[220/1331] Analyzing (a=14, b=17, c=20)...
  ✓ Samples: 3,910,366 | Chi-Sq Stat: 1037.5137 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00428 | Dmix: 0.006404 | Digital Mix Speed: 4642.407 | Time: 3.97s

[221/1331] Analyzing (a=14, b=18, c=10)...
  ✓ Samples: 3,841,094 | Chi-Sq Stat: 2505.1883 | Chi-Sq p-value: 0.0 | MAD: 0.00245 | KS D-Max: 0.00700 | Dmix: 0.011010 | Digital Mix Speed: 2687.533 | Time: 3.98s

[222/1331] Analyzing (a=14, b=18, c=11)...
  ✓ Samples: 3,782,409 | Chi-Sq Stat: 3973.9407 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00740 | Dmix: 0.013934 | Digital Mix Speed: 2121.861 | Time: 3.75s

[223/1331] Analyzing (a=14, b=18, c=12)...
  ✓ Samples: 3,841,103 | Chi-Sq Stat: 2476.7796 | Chi-Sq p-value: 0.0 | MAD: 0.00244 | KS D-Max: 0.00696 | Dmix: 0.010987 | Digital Mix Speed: 2698.548 | Time: 4.02s

[224/1331] Analyzing (a=14, b=18, c=13)...
  ✓ Samples: 3,782,408 | Chi-Sq Stat: 3976.9653 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00741 | Dmix: 0.013938 | Digital Mix Speed: 2121.861 | Time: 3.85s

[225/1331] Analyzing (a=14, b=18, c=14)...
  ✓ Samples: 3,790,080 | Chi-Sq Stat: 3554.8214 | Chi-Sq p-value: 0.0 | MAD: 0.00285 | KS D-Max: 0.00758 | Dmix: 0.012825 | Digital Mix Speed: 2308.298 | Time: 3.83s

[226/1331] Analyzing (a=14, b=18, c=15)...
  ✓ Samples: 3,782,408 | Chi-Sq Stat: 3979.3995 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00741 | Dmix: 0.013941 | Digital Mix Speed: 2121.861 | Time: 3.84s

[227/1331] Analyzing (a=14, b=18, c=16)...
  ✓ Samples: 3,840,832 | Chi-Sq Stat: 2492.8738 | Chi-Sq p-value: 0.0 | MAD: 0.00245 | KS D-Max: 0.00694 | Dmix: 0.011028 | Digital Mix Speed: 2687.521 | Time: 3.86s

[228/1331] Analyzing (a=14, b=18, c=17)...
  ✓ Samples: 3,782,408 | Chi-Sq Stat: 3975.4682 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00741 | Dmix: 0.013939 | Digital Mix Speed: 2121.861 | Time: 3.93s

[229/1331] Analyzing (a=14, b=18, c=18)...
  ✓ Samples: 3,841,082 | Chi-Sq Stat: 2514.2714 | Chi-Sq p-value: 0.0 | MAD: 0.00244 | KS D-Max: 0.00702 | Dmix: 0.010994 | Digital Mix Speed: 2698.547 | Time: 3.88s

[230/1331] Analyzing (a=14, b=18, c=19)...
  ✓ Samples: 3,782,404 | Chi-Sq Stat: 3982.9946 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00741 | Dmix: 0.013957 | Digital Mix Speed: 2121.861 | Time: 3.66s

[231/1331] Analyzing (a=14, b=18, c=20)...
  ✓ Samples: 3,841,058 | Chi-Sq Stat: 2456.5050 | Chi-Sq p-value: 0.0 | MAD: 0.00243 | KS D-Max: 0.00690 | Dmix: 0.010952 | Digital Mix Speed: 2709.651 | Time: 3.98s

[232/1331] Analyzing (a=14, b=19, c=10)...
  ✓ Samples: 3,786,841 | Chi-Sq Stat: 1128.5479 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00737 | Dmix: 0.007375 | Digital Mix Speed: 4011.145 | Time: 3.89s

[233/1331] Analyzing (a=14, b=19, c=11)...
  ✓ Samples: 3,786,925 | Chi-Sq Stat: 1113.7190 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00732 | Dmix: 0.007318 | Digital Mix Speed: 4035.759 | Time: 4.07s

[234/1331] Analyzing (a=14, b=19, c=12)...
  ✓ Samples: 3,786,825 | Chi-Sq Stat: 1121.7799 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00736 | Dmix: 0.007357 | Digital Mix Speed: 4035.752 | Time: 3.77s

[235/1331] Analyzing (a=14, b=19, c=13)...
  ✓ Samples: 3,786,796 | Chi-Sq Stat: 1114.2775 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00732 | Dmix: 0.007317 | Digital Mix Speed: 4035.750 | Time: 3.76s

[236/1331] Analyzing (a=14, b=19, c=14)...
  ✓ Samples: 3,724,676 | Chi-Sq Stat: 1056.1541 | Chi-Sq p-value: 0.0 | MAD: 0.00171 | KS D-Max: 0.00770 | Dmix: 0.007696 | Digital Mix Speed: 3842.742 | Time: 3.84s

[237/1331] Analyzing (a=14, b=19, c=15)...
  ✓ Samples: 3,786,873 | Chi-Sq Stat: 1127.1336 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00739 | Dmix: 0.007387 | Digital Mix Speed: 4011.147 | Time: 3.77s

[238/1331] Analyzing (a=14, b=19, c=16)...
  ✓ Samples: 3,786,881 | Chi-Sq Stat: 1124.4017 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00736 | Dmix: 0.007363 | Digital Mix Speed: 4011.147 | Time: 3.97s

[239/1331] Analyzing (a=14, b=19, c=17)...
  ✓ Samples: 3,786,743 | Chi-Sq Stat: 1108.4532 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00733 | Dmix: 0.007332 | Digital Mix Speed: 4035.746 | Time: 3.83s

[240/1331] Analyzing (a=14, b=19, c=18)...
  ✓ Samples: 3,786,937 | Chi-Sq Stat: 1123.0448 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00737 | Dmix: 0.007375 | Digital Mix Speed: 4011.151 | Time: 3.77s

[241/1331] Analyzing (a=14, b=19, c=19)...
  ✓ Samples: 3,787,006 | Chi-Sq Stat: 1110.0054 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00733 | Dmix: 0.007332 | Digital Mix Speed: 4035.764 | Time: 3.90s

[242/1331] Analyzing (a=14, b=19, c=20)...
  ✓ Samples: 3,786,800 | Chi-Sq Stat: 1113.4183 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00734 | Dmix: 0.007341 | Digital Mix Speed: 4035.750 | Time: 3.84s

[243/1331] Analyzing (a=15, b=9, c=10)...
  ✓ Samples: 4,932,557 | Chi-Sq Stat: 12635.7488 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022528 | Digital Mix Speed: 1335.943 | Time: 5.30s

[244/1331] Analyzing (a=15, b=9, c=11)...
  ✓ Samples: 4,932,555 | Chi-Sq Stat: 12636.6996 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022525 | Digital Mix Speed: 1335.943 | Time: 5.22s

[245/1331] Analyzing (a=15, b=9, c=12)...
  ✓ Samples: 5,002,059 | Chi-Sq Stat: 6521.3901 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01484 | Dmix: 0.016048 | Digital Mix Speed: 1876.512 | Time: 5.38s

[246/1331] Analyzing (a=15, b=9, c=13)...
  ✓ Samples: 4,932,551 | Chi-Sq Stat: 12638.2902 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022525 | Digital Mix Speed: 1335.942 | Time: 5.21s

[247/1331] Analyzing (a=15, b=9, c=14)...
  ✓ Samples: 4,932,550 | Chi-Sq Stat: 12643.0999 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022531 | Digital Mix Speed: 1335.942 | Time: 5.25s

[248/1331] Analyzing (a=15, b=9, c=15)...
  ✓ Samples: 4,952,994 | Chi-Sq Stat: 9815.8760 | Chi-Sq p-value: 0.0 | MAD: 0.00442 | KS D-Max: 0.01847 | Dmix: 0.019890 | Digital Mix Speed: 1514.676 | Time: 5.22s

[249/1331] Analyzing (a=15, b=9, c=16)...
  ✓ Samples: 4,932,550 | Chi-Sq Stat: 12646.9062 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02103 | Dmix: 0.022537 | Digital Mix Speed: 1335.942 | Time: 5.30s

[250/1331] Analyzing (a=15, b=9, c=17)...
  ✓ Samples: 4,932,547 | Chi-Sq Stat: 12645.4839 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02103 | Dmix: 0.022536 | Digital Mix Speed: 1335.942 | Time: 5.15s

[251/1331] Analyzing (a=15, b=9, c=18)...
  ✓ Samples: 4,999,909 | Chi-Sq Stat: 6217.3622 | Chi-Sq p-value: 0.0 | MAD: 0.00350 | KS D-Max: 0.01459 | Dmix: 0.015745 | Digital Mix Speed: 1913.989 | Time: 5.41s

[252/1331] Analyzing (a=15, b=9, c=19)...
  ✓ Samples: 4,932,545 | Chi-Sq Stat: 12642.6364 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022532 | Digital Mix Speed: 1335.942 | Time: 5.22s

[253/1331] Analyzing (a=15, b=9, c=20)...
  ✓ Samples: 4,932,545 | Chi-Sq Stat: 12643.1795 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022531 | Digital Mix Speed: 1335.942 | Time: 5.33s

[254/1331] Analyzing (a=15, b=10, c=10)...
  ✓ Samples: 14,080,292 | Chi-Sq Stat: 1472.4193 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00401 | Dmix: 0.004343 | Digital Mix Speed: 7369.703 | Time: 22.39s

[255/1331] Analyzing (a=15, b=10, c=11)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 5.06s

[256/1331] Analyzing (a=15, b=10, c=12)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 4.92s

[257/1331] Analyzing (a=15, b=10, c=13)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 5.04s

[258/1331] Analyzing (a=15, b=10, c=14)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 4.96s

[259/1331] Analyzing (a=15, b=10, c=15)...
  ✓ Samples: 4,770,277 | Chi-Sq Stat: 893423.9619 | Chi-Sq p-value: 0.0 | MAD: 0.04291 | KS D-Max: 0.19311 | Dmix: 0.193107 | Digital Mix Speed: 155.641 | Time: 5.12s

[260/1331] Analyzing (a=15, b=10, c=16)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 4.94s

[261/1331] Analyzing (a=15, b=10, c=17)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 5.05s

[262/1331] Analyzing (a=15, b=10, c=18)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 4.98s

[263/1331] Analyzing (a=15, b=10, c=19)...
  ✓ Samples: 4,725,516 | Chi-Sq Stat: 1673530.1273 | Chi-Sq p-value: 0.0 | MAD: 0.05696 | KS D-Max: 0.25632 | Dmix: 0.256316 | Digital Mix Speed: 117.178 | Time: 5.03s

[264/1331] Analyzing (a=15, b=10, c=20)...
  ✓ Samples: 14,066,399 | Chi-Sq Stat: 1128.9090 | Chi-Sq p-value: 0.0 | MAD: 0.00082 | KS D-Max: 0.00358 | Dmix: 0.003679 | Digital Mix Speed: 8717.296 | Time: 21.90s

[265/1331] Analyzing (a=15, b=11, c=10)...
  ✓ Samples: 4,539,839 | Chi-Sq Stat: 5091.6147 | Chi-Sq p-value: 0.0 | MAD: 0.00325 | KS D-Max: 0.01171 | Dmix: 0.014612 | Digital Mix Speed: 2048.320 | Time: 4.74s

[266/1331] Analyzing (a=15, b=11, c=11)...
  ✓ Samples: 4,741,591 | Chi-Sq Stat: 19766.5180 | Chi-Sq p-value: 0.0 | MAD: 0.00641 | KS D-Max: 0.01685 | Dmix: 0.028866 | Digital Mix Speed: 1041.486 | Time: 4.94s

[267/1331] Analyzing (a=15, b=11, c=12)...
  ✓ Samples: 4,576,843 | Chi-Sq Stat: 3991.7056 | Chi-Sq p-value: 0.0 | MAD: 0.00279 | KS D-Max: 0.00734 | Dmix: 0.012533 | Digital Mix Speed: 2387.300 | Time: 4.70s

[268/1331] Analyzing (a=15, b=11, c=13)...
  ✓ Samples: 4,741,310 | Chi-Sq Stat: 19767.8457 | Chi-Sq p-value: 0.0 | MAD: 0.00641 | KS D-Max: 0.01691 | Dmix: 0.028826 | Digital Mix Speed: 1041.482 | Time: 5.17s

[269/1331] Analyzing (a=15, b=11, c=14)...
  ✓ Samples: 4,739,997 | Chi-Sq Stat: 19715.3578 | Chi-Sq p-value: 0.0 | MAD: 0.00639 | KS D-Max: 0.01709 | Dmix: 0.028746 | Digital Mix Speed: 1044.723 | Time: 5.12s

[270/1331] Analyzing (a=15, b=11, c=15)...
  ✓ Samples: 4,531,058 | Chi-Sq Stat: 5778.2914 | Chi-Sq p-value: 0.0 | MAD: 0.00341 | KS D-Max: 0.01275 | Dmix: 0.015350 | Digital Mix Speed: 1951.965 | Time: 4.68s

[271/1331] Analyzing (a=15, b=11, c=16)...
  ✓ Samples: 4,741,321 | Chi-Sq Stat: 19534.0639 | Chi-Sq p-value: 0.0 | MAD: 0.00636 | KS D-Max: 0.01690 | Dmix: 0.028632 | Digital Mix Speed: 1049.670 | Time: 5.05s

[272/1331] Analyzing (a=15, b=11, c=17)...
  ✓ Samples: 4,742,121 | Chi-Sq Stat: 19476.4503 | Chi-Sq p-value: 0.0 | MAD: 0.00637 | KS D-Max: 0.01687 | Dmix: 0.028646 | Digital Mix Speed: 1048.033 | Time: 5.03s

[273/1331] Analyzing (a=15, b=11, c=18)...
  ✓ Samples: 4,577,122 | Chi-Sq Stat: 3994.8741 | Chi-Sq p-value: 0.0 | MAD: 0.00279 | KS D-Max: 0.00734 | Dmix: 0.012545 | Digital Mix Speed: 2387.309 | Time: 4.89s

[274/1331] Analyzing (a=15, b=11, c=19)...
  ✓ Samples: 4,741,720 | Chi-Sq Stat: 19927.0868 | Chi-Sq p-value: 0.0 | MAD: 0.00644 | KS D-Max: 0.01698 | Dmix: 0.028980 | Digital Mix Speed: 1036.636 | Time: 4.98s

[275/1331] Analyzing (a=15, b=11, c=20)...
  ✓ Samples: 4,539,487 | Chi-Sq Stat: 5087.3182 | Chi-Sq p-value: 0.0 | MAD: 0.00325 | KS D-Max: 0.01171 | Dmix: 0.014603 | Digital Mix Speed: 2048.310 | Time: 4.82s

[276/1331] Analyzing (a=15, b=12, c=10)...
  ✓ Samples: 4,366,509 | Chi-Sq Stat: 8637.8955 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01361 | Dmix: 0.018505 | Digital Mix Speed: 1615.604 | Time: 4.50s

[277/1331] Analyzing (a=15, b=12, c=11)...
  ✓ Samples: 4,366,509 | Chi-Sq Stat: 8638.6493 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018505 | Digital Mix Speed: 1615.604 | Time: 4.49s

[278/1331] Analyzing (a=15, b=12, c=12)...
  ✓ Samples: 4,802,346 | Chi-Sq Stat: 16462.4689 | Chi-Sq p-value: 0.0 | MAD: 0.00515 | KS D-Max: 0.02318 | Dmix: 0.023184 | Digital Mix Speed: 1297.370 | Time: 5.22s

[279/1331] Analyzing (a=15, b=12, c=13)...
  ✓ Samples: 4,366,506 | Chi-Sq Stat: 8636.0117 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018499 | Digital Mix Speed: 1615.604 | Time: 4.42s

[280/1331] Analyzing (a=15, b=12, c=14)...
  ✓ Samples: 4,366,506 | Chi-Sq Stat: 8639.2820 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018500 | Digital Mix Speed: 1615.604 | Time: 4.64s

[281/1331] Analyzing (a=15, b=12, c=15)...
  ✓ Samples: 4,386,324 | Chi-Sq Stat: 8430.3559 | Chi-Sq p-value: 0.0 | MAD: 0.00386 | KS D-Max: 0.01494 | Dmix: 0.017376 | Digital Mix Speed: 1720.751 | Time: 4.52s

[282/1331] Analyzing (a=15, b=12, c=16)...
  ✓ Samples: 4,366,500 | Chi-Sq Stat: 8645.2057 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018509 | Digital Mix Speed: 1615.604 | Time: 4.59s

[283/1331] Analyzing (a=15, b=12, c=17)...
  ✓ Samples: 4,366,499 | Chi-Sq Stat: 8648.8071 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018511 | Digital Mix Speed: 1615.604 | Time: 4.47s

[284/1331] Analyzing (a=15, b=12, c=18)...
  ✓ Samples: 4,800,696 | Chi-Sq Stat: 14524.5143 | Chi-Sq p-value: 0.0 | MAD: 0.00558 | KS D-Max: 0.02512 | Dmix: 0.025117 | Digital Mix Speed: 1197.366 | Time: 5.20s

[285/1331] Analyzing (a=15, b=12, c=19)...
  ✓ Samples: 4,366,499 | Chi-Sq Stat: 8646.8258 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01361 | Dmix: 0.018509 | Digital Mix Speed: 1615.604 | Time: 4.50s

[286/1331] Analyzing (a=15, b=12, c=20)...
  ✓ Samples: 4,366,499 | Chi-Sq Stat: 8641.5402 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01360 | Dmix: 0.018509 | Digital Mix Speed: 1615.604 | Time: 4.70s

[287/1331] Analyzing (a=15, b=13, c=10)...
  ✓ Samples: 4,255,687 | Chi-Sq Stat: 2114.9453 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00470 | Dmix: 0.009212 | Digital Mix Speed: 3233.644 | Time: 4.37s

[288/1331] Analyzing (a=15, b=13, c=11)...
  ✓ Samples: 4,585,104 | Chi-Sq Stat: 2718.3204 | Chi-Sq p-value: 0.0 | MAD: 0.00231 | KS D-Max: 0.00742 | Dmix: 0.010408 | Digital Mix Speed: 2883.701 | Time: 4.91s

[289/1331] Analyzing (a=15, b=13, c=12)...
  ✓ Samples: 4,267,188 | Chi-Sq Stat: 2382.0174 | Chi-Sq p-value: 0.0 | MAD: 0.00223 | KS D-Max: 0.00515 | Dmix: 0.010056 | Digital Mix Speed: 2973.158 | Time: 4.40s

[290/1331] Analyzing (a=15, b=13, c=13)...
  ✓ Samples: 4,586,475 | Chi-Sq Stat: 2758.5227 | Chi-Sq p-value: 0.0 | MAD: 0.00235 | KS D-Max: 0.00745 | Dmix: 0.010562 | Digital Mix Speed: 2834.672 | Time: 4.95s

[291/1331] Analyzing (a=15, b=13, c=14)...
