Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (13, 14, 12)

[610/1331] Analyzing (a=13, b=9, c=11)...
  ✓ Samples: 4,958,433 | Chi-Sq Stat: 10919.1570 | Chi-Sq p-value: 0.0 | MAD: 0.00465 | KS D-Max: 0.01939 | Dmix: 0.020922 | Digital Mix Speed: 1439.859 | Time: 5.36s

[611/1331] Analyzing (a=13, b=9, c=12)...
  ✓ Samples: 4,957,840 | Chi-Sq Stat: 10967.9011 | Chi-Sq p-value: 0.0 | MAD: 0.00466 | KS D-Max: 0.01945 | Dmix: 0.020982 | Digital Mix Speed: 1436.758 | Time: 5.33s

[612/1331] Analyzing (a=13, b=9, c=13)...
  ✓ Samples: 4,934,730 | Chi-Sq Stat: 13208.4470 | Chi-Sq p-value: 0.0 | MAD: 0.00511 | KS D-Max: 0.02143 | Dmix: 0.022973 | Digital Mix Speed: 1309.836 | Time: 5.42s

[613/1331] Analyzing (a=13, b=9, c=14)...
  ✓ Samples: 4,958,395 | Chi-Sq Stat: 10964.6392 | Chi-Sq p-value: 0.0 | MAD: 0.00466 | KS D-Max: 0.01945 | Dmix: 0.020979 | Digital Mix Speed: 1436.768 | Time: 5.33s

[614/1331] Analyzing (a=13, b=9, c=15)...
  ✓ Samples: 4,958,475 | Chi-Sq Stat: 10971.3691 | Chi-Sq p-value: 0.0 | MAD: 0.00466 | KS D-Max: 0.01947 | Dmix: 0.020988 | Digital Mix Speed: 1436.770 | Time: 5.57s

[615/1331] Analyzing (a=13, b=9, c=16)...
  ✓ Samples: 4,957,883 | Chi-Sq Stat: 10930.4000 | Chi-Sq p-value: 0.0 | MAD: 0.00466 | KS D-Max: 0.01942 | Dmix: 0.020949 | Digital Mix Speed: 1436.759 | Time: 5.33s

[616/1331] Analyzing (a=13, b=9, c=17)...
  ✓ Samples: 4,958,384 | Chi-Sq Stat: 10958.0866 | Chi-Sq p-value: 0.0 | MAD: 0.00466 | KS D-Max: 0.01943 | Dmix: 0.020957 | Digital Mix Speed: 1436.768 | Time: 5.44s

[617/1331] Analyzing (a=13, b=10, c=7)...
  ✓ Samples: 4,808,450 | Chi-Sq Stat: 855467.1646 | Chi-Sq p-value: 0.0 | MAD: 0.04279 | KS D-Max: 0.19255 | Dmix: 0.192547 | Digital Mix Speed: 156.158 | Time: 5.13s

[618/1331] Analyzing (a=13, b=10, c=8)...
  ✓ Samples: 4,808,576 | Chi-Sq Stat: 852322.6229 | Chi-Sq p-value: 0.0 | MAD: 0.04270 | KS D-Max: 0.19213 | Dmix: 0.192131 | Digital Mix Speed: 156.488 | Time: 5.30s

[619/1331] Analyzing (a=13, b=10, c=9)...
  ✓ Samples: 4,808,480 | Chi-Sq Stat: 849875.9707 | Chi-Sq p-value: 0.0 | MAD: 0.04262 | KS D-Max: 0.19179 | Dmix: 0.191788 | Digital Mix Speed: 156.781 | Time: 5.10s

[620/1331] Analyzing (a=13, b=10, c=10)...
  ✓ Samples: 4,808,847 | Chi-Sq Stat: 856706.7602 | Chi-Sq p-value: 0.0 | MAD: 0.04282 | KS D-Max: 0.19268 | Dmix: 0.192679 | Digital Mix Speed: 156.050 | Time: 5.18s

[621/1331] Analyzing (a=13, b=10, c=11)...
  ✓ Samples: 4,808,611 | Chi-Sq Stat: 854551.5632 | Chi-Sq p-value: 0.0 | MAD: 0.04278 | KS D-Max: 0.19252 | Dmix: 0.192518 | Digital Mix Speed: 156.195 | Time: 5.22s

[622/1331] Analyzing (a=13, b=10, c=12)...
  ✓ Samples: 4,808,476 | Chi-Sq Stat: 858946.0899 | Chi-Sq p-value: 0.0 | MAD: 0.04287 | KS D-Max: 0.19290 | Dmix: 0.192895 | Digital Mix Speed: 155.867 | Time: 5.12s

[623/1331] Analyzing (a=13, b=10, c=13)...
  ✓ Samples: 4,727,783 | Chi-Sq Stat: 1713637.2298 | Chi-Sq p-value: 0.0 | MAD: 0.05779 | KS D-Max: 0.26006 | Dmix: 0.260058 | Digital Mix Speed: 115.498 | Time: 5.15s

[624/1331] Analyzing (a=13, b=10, c=14)...
  ✓ Samples: 4,808,671 | Chi-Sq Stat: 857856.3119 | Chi-Sq p-value: 0.0 | MAD: 0.04277 | KS D-Max: 0.19247 | Dmix: 0.192470 | Digital Mix Speed: 156.232 | Time: 5.09s

[625/1331] Analyzing (a=13, b=10, c=15)...
  ✓ Samples: 4,808,180 | Chi-Sq Stat: 857384.6983 | Chi-Sq p-value: 0.0 | MAD: 0.04283 | KS D-Max: 0.19274 | Dmix: 0.192740 | Digital Mix Speed: 156.012 | Time: 5.26s

[626/1331] Analyzing (a=13, b=10, c=16)...
  ✓ Samples: 4,808,410 | Chi-Sq Stat: 852100.9844 | Chi-Sq p-value: 0.0 | MAD: 0.04264 | KS D-Max: 0.19189 | Dmix: 0.191889 | Digital Mix Speed: 156.707 | Time: 5.10s

[627/1331] Analyzing (a=13, b=10, c=17)...
  ✓ Samples: 4,808,449 | Chi-Sq Stat: 856223.9456 | Chi-Sq p-value: 0.0 | MAD: 0.04276 | KS D-Max: 0.19241 | Dmix: 0.192409 | Digital Mix Speed: 156.268 | Time: 5.23s

[628/1331] Analyzing (a=13, b=11, c=7)...
  ✓ Samples: 5,195,699 | Chi-Sq Stat: 16354.6392 | Chi-Sq p-value: 0.0 | MAD: 0.00559 | KS D-Max: 0.01485 | Dmix: 0.025173 | Digital Mix Speed: 1201.367 | Time: 5.79s

[629/1331] Analyzing (a=13, b=11, c=8)...
  ✓ Samples: 5,196,668 | Chi-Sq Stat: 15741.9568 | Chi-Sq p-value: 0.0 | MAD: 0.00542 | KS D-Max: 0.01487 | Dmix: 0.024406 | Digital Mix Speed: 1239.064 | Time: 5.91s

[630/1331] Analyzing (a=13, b=11, c=9)...
  ✓ Samples: 5,195,453 | Chi-Sq Stat: 16400.9874 | Chi-Sq p-value: 0.0 | MAD: 0.00559 | KS D-Max: 0.01491 | Dmix: 0.025134 | Digital Mix Speed: 1201.364 | Time: 5.68s

[631/1331] Analyzing (a=13, b=11, c=10)...
  ✓ Samples: 5,196,288 | Chi-Sq Stat: 15497.7333 | Chi-Sq p-value: 0.0 | MAD: 0.00541 | KS D-Max: 0.01435 | Dmix: 0.024325 | Digital Mix Speed: 1241.348 | Time: 5.85s

[632/1331] Analyzing (a=13, b=11, c=11)...
  ✓ Samples: 5,196,506 | Chi-Sq Stat: 15925.7088 | Chi-Sq p-value: 0.0 | MAD: 0.00554 | KS D-Max: 0.01454 | Dmix: 0.024934 | Digital Mix Speed: 1212.222 | Time: 5.81s

[633/1331] Analyzing (a=13, b=11, c=12)...
  ✓ Samples: 5,194,302 | Chi-Sq Stat: 15877.8769 | Chi-Sq p-value: 0.0 | MAD: 0.00550 | KS D-Max: 0.01474 | Dmix: 0.024752 | Digital Mix Speed: 1221.005 | Time: 5.75s

[634/1331] Analyzing (a=13, b=11, c=13)...
  ✓ Samples: 4,533,258 | Chi-Sq Stat: 5907.1057 | Chi-Sq p-value: 0.0 | MAD: 0.00343 | KS D-Max: 0.01275 | Dmix: 0.015438 | Digital Mix Speed: 1940.644 | Time: 4.88s

[635/1331] Analyzing (a=13, b=11, c=14)...
  ✓ Samples: 5,196,397 | Chi-Sq Stat: 16389.5430 | Chi-Sq p-value: 0.0 | MAD: 0.00560 | KS D-Max: 0.01494 | Dmix: 0.025188 | Digital Mix Speed: 1199.233 | Time: 5.73s

[636/1331] Analyzing (a=13, b=11, c=15)...
  ✓ Samples: 5,194,987 | Chi-Sq Stat: 15970.7495 | Chi-Sq p-value: 0.0 | MAD: 0.00550 | KS D-Max: 0.01482 | Dmix: 0.024752 | Digital Mix Speed: 1221.015 | Time: 5.87s

[637/1331] Analyzing (a=13, b=11, c=16)...
  ✓ Samples: 5,195,936 | Chi-Sq Stat: 16652.5141 | Chi-Sq p-value: 0.0 | MAD: 0.00560 | KS D-Max: 0.01505 | Dmix: 0.025194 | Digital Mix Speed: 1199.226 | Time: 5.95s

[638/1331] Analyzing (a=13, b=11, c=17)...
  ✓ Samples: 5,194,562 | Chi-Sq Stat: 16175.5049 | Chi-Sq p-value: 0.0 | MAD: 0.00557 | KS D-Max: 0.01458 | Dmix: 0.025074 | Digital Mix Speed: 1205.664 | Time: 5.96s

[639/1331] Analyzing (a=13, b=12, c=7)...
  ✓ Samples: 4,378,104 | Chi-Sq Stat: 9125.9790 | Chi-Sq p-value: 0.0 | MAD: 0.00418 | KS D-Max: 0.01436 | Dmix: 0.018822 | Digital Mix Speed: 1588.824 | Time: 4.71s

[640/1331] Analyzing (a=13, b=12, c=8)...
  ✓ Samples: 4,378,058 | Chi-Sq Stat: 9130.9601 | Chi-Sq p-value: 0.0 | MAD: 0.00418 | KS D-Max: 0.01438 | Dmix: 0.018826 | Digital Mix Speed: 1588.823 | Time: 4.48s

[641/1331] Analyzing (a=13, b=12, c=9)...
  ✓ Samples: 4,378,108 | Chi-Sq Stat: 9122.9530 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018834 | Digital Mix Speed: 1585.033 | Time: 4.63s

[642/1331] Analyzing (a=13, b=12, c=10)...
  ✓ Samples: 4,378,113 | Chi-Sq Stat: 9123.9155 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018844 | Digital Mix Speed: 1585.033 | Time: 4.67s

[643/1331] Analyzing (a=13, b=12, c=11)...
  ✓ Samples: 4,378,120 | Chi-Sq Stat: 9132.0233 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018846 | Digital Mix Speed: 1585.033 | Time: 4.59s

[644/1331] Analyzing (a=13, b=12, c=12)...
  ✓ Samples: 4,377,651 | Chi-Sq Stat: 9145.7717 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01438 | Dmix: 0.018865 | Digital Mix Speed: 1585.022 | Time: 4.72s

[645/1331] Analyzing (a=13, b=12, c=13)...
  ✓ Samples: 4,368,307 | Chi-Sq Stat: 8945.6457 | Chi-Sq p-value: 0.0 | MAD: 0.00420 | KS D-Max: 0.01368 | Dmix: 0.018916 | Digital Mix Speed: 1581.027 | Time: 4.57s

[646/1331] Analyzing (a=13, b=12, c=14)...
  ✓ Samples: 4,378,108 | Chi-Sq Stat: 9136.5010 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018846 | Digital Mix Speed: 1585.033 | Time: 4.71s

[647/1331] Analyzing (a=13, b=12, c=15)...
  ✓ Samples: 4,378,119 | Chi-Sq Stat: 9135.2508 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018843 | Digital Mix Speed: 1585.033 | Time: 4.60s

[648/1331] Analyzing (a=13, b=12, c=16)...
  ✓ Samples: 4,378,067 | Chi-Sq Stat: 9139.4995 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01436 | Dmix: 0.018852 | Digital Mix Speed: 1585.032 | Time: 4.64s

[649/1331] Analyzing (a=13, b=12, c=17)...
  ✓ Samples: 4,378,110 | Chi-Sq Stat: 9145.5440 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01437 | Dmix: 0.018854 | Digital Mix Speed: 1585.033 | Time: 4.59s

[650/1331] Analyzing (a=13, b=13, c=7)...
  ✓ Samples: 4,239,498 | Chi-Sq Stat: 2113.8654 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008926 | Digital Mix Speed: 3347.129 | Time: 4.59s

[651/1331] Analyzing (a=13, b=13, c=8)...
  ✓ Samples: 4,239,498 | Chi-Sq Stat: 2114.1287 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008922 | Digital Mix Speed: 3347.129 | Time: 4.47s

[652/1331] Analyzing (a=13, b=13, c=9)...
  ✓ Samples: 4,239,494 | Chi-Sq Stat: 2113.2422 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008920 | Digital Mix Speed: 3347.128 | Time: 4.72s

[653/1331] Analyzing (a=13, b=13, c=10)...
  ✓ Samples: 4,239,494 | Chi-Sq Stat: 2113.6875 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008928 | Digital Mix Speed: 3347.128 | Time: 4.45s

[654/1331] Analyzing (a=13, b=13, c=11)...
  ✓ Samples: 4,239,494 | Chi-Sq Stat: 2110.2556 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008927 | Digital Mix Speed: 3347.128 | Time: 4.40s

[655/1331] Analyzing (a=13, b=13, c=12)...
  ✓ Samples: 4,239,494 | Chi-Sq Stat: 2108.0835 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008928 | Digital Mix Speed: 3347.128 | Time: 4.35s

[656/1331] Analyzing (a=13, b=13, c=13)...
  ✓ Samples: 3,158,331 | Chi-Sq Stat: 331445.9822 | Chi-Sq p-value: 0.0 | MAD: 0.03368 | KS D-Max: 0.15157 | Dmix: 0.151575 | Digital Mix Speed: 192.977 | Time: 2.90s

[657/1331] Analyzing (a=13, b=13, c=14)...
  ✓ Samples: 4,239,491 | Chi-Sq Stat: 2110.9563 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008926 | Digital Mix Speed: 3347.128 | Time: 4.55s

[658/1331] Analyzing (a=13, b=13, c=15)...
  ✓ Samples: 4,239,488 | Chi-Sq Stat: 2111.7913 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008928 | Digital Mix Speed: 3347.128 | Time: 4.45s

[659/1331] Analyzing (a=13, b=13, c=16)...
  ✓ Samples: 4,239,488 | Chi-Sq Stat: 2110.6454 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008930 | Digital Mix Speed: 3347.128 | Time: 4.46s

[660/1331] Analyzing (a=13, b=13, c=17)...
  ✓ Samples: 4,239,488 | Chi-Sq Stat: 2110.8123 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00518 | Dmix: 0.008924 | Digital Mix Speed: 3347.128 | Time: 4.34s

[661/1331] Analyzing (a=13, b=14, c=7)...
  ✓ Samples: 4,881,076 | Chi-Sq Stat: 1414.8588 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00719 | Dmix: 0.007192 | Digital Mix Speed: 4180.322 | Time: 5.45s

[662/1331] Analyzing (a=13, b=14, c=8)...
  ✓ Samples: 4,881,598 | Chi-Sq Stat: 1490.0481 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00732 | Dmix: 0.007318 | Digital Mix Speed: 4103.412 | Time: 5.29s

[663/1331] Analyzing (a=13, b=14, c=9)...
  ✓ Samples: 4,881,855 | Chi-Sq Stat: 1473.3365 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00728 | Dmix: 0.007285 | Digital Mix Speed: 4128.756 | Time: 5.46s

[664/1331] Analyzing (a=13, b=14, c=10)...
  ✓ Samples: 4,881,092 | Chi-Sq Stat: 1473.8086 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00728 | Dmix: 0.007282 | Digital Mix Speed: 4128.714 | Time: 5.35s

[665/1331] Analyzing (a=13, b=14, c=11)...
  ✓ Samples: 4,881,321 | Chi-Sq Stat: 1488.0621 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00732 | Dmix: 0.007318 | Digital Mix Speed: 4103.397 | Time: 5.45s

[666/1331] Analyzing (a=13, b=14, c=12)...
  ✓ Samples: 4,881,938 | Chi-Sq Stat: 1460.5645 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00720 | Dmix: 0.007205 | Digital Mix Speed: 4180.370 | Time: 5.31s

[667/1331] Analyzing (a=13, b=14, c=13)...
  ✓ Samples: 4,131,718 | Chi-Sq Stat: 18.0938 | Chi-Sq p-value: 0.02053 | MAD: 0.00019 | KS D-Max: 0.00085 | Dmix: 0.000846 | Digital Mix Speed: 34821.740 | Time: 4.40s

[668/1331] Analyzing (a=13, b=14, c=14)...
  ✓ Samples: 4,881,919 | Chi-Sq Stat: 1426.7386 | Chi-Sq p-value: 0.0 | MAD: 0.00159 | KS D-Max: 0.00715 | Dmix: 0.007149 | Digital Mix Speed: 4206.661 | Time: 5.31s

[669/1331] Analyzing (a=13, b=14, c=15)...
  ✓ Samples: 4,880,207 | Chi-Sq Stat: 1484.5727 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00730 | Dmix: 0.007299 | Digital Mix Speed: 4128.666 | Time: 5.51s

[670/1331] Analyzing (a=13, b=14, c=16)...
  ✓ Samples: 4,881,777 | Chi-Sq Stat: 1429.5110 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00722 | Dmix: 0.007221 | Digital Mix Speed: 4180.361 | Time: 5.32s

[671/1331] Analyzing (a=13, b=14, c=17)...
  ✓ Samples: 4,881,357 | Chi-Sq Stat: 1423.9085 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00724 | Dmix: 0.007238 | Digital Mix Speed: 4154.373 | Time: 5.42s

[672/1331] Analyzing (a=13, b=15, c=7)...
  ✓ Samples: 4,566,346 | Chi-Sq Stat: 1649.9330 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00726 | Dmix: 0.007264 | Digital Mix Speed: 4136.378 | Time: 4.92s

[673/1331] Analyzing (a=13, b=15, c=8)...
  ✓ Samples: 4,566,493 | Chi-Sq Stat: 1633.4496 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00726 | Dmix: 0.007263 | Digital Mix Speed: 4136.387 | Time: 5.04s

[674/1331] Analyzing (a=13, b=15, c=9)...
  ✓ Samples: 4,566,768 | Chi-Sq Stat: 1630.3028 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00729 | Dmix: 0.007292 | Digital Mix Speed: 4110.870 | Time: 5.07s

[675/1331] Analyzing (a=13, b=15, c=10)...
  ✓ Samples: 4,566,306 | Chi-Sq Stat: 1690.9055 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00740 | Dmix: 0.007400 | Digital Mix Speed: 4060.710 | Time: 5.15s

[676/1331] Analyzing (a=13, b=15, c=11)...
  ✓ Samples: 4,566,297 | Chi-Sq Stat: 1649.0770 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00741 | Dmix: 0.007405 | Digital Mix Speed: 4036.099 | Time: 4.99s

[677/1331] Analyzing (a=13, b=15, c=12)...
  ✓ Samples: 4,566,714 | Chi-Sq Stat: 1619.0842 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00727 | Dmix: 0.007267 | Digital Mix Speed: 4136.400 | Time: 5.00s

[678/1331] Analyzing (a=13, b=15, c=13)...
  ✓ Samples: 4,030,808 | Chi-Sq Stat: 436.9507 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00368 | Dmix: 0.004568 | Digital Mix Speed: 6475.875 | Time: 4.23s

[679/1331] Analyzing (a=13, b=15, c=14)...
  ✓ Samples: 4,566,106 | Chi-Sq Stat: 1648.3163 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00727 | Dmix: 0.007265 | Digital Mix Speed: 4136.364 | Time: 5.04s

[680/1331] Analyzing (a=13, b=15, c=15)...
  ✓ Samples: 4,566,790 | Chi-Sq Stat: 1670.6358 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00739 | Dmix: 0.007389 | Digital Mix Speed: 4060.738 | Time: 4.99s

[681/1331] Analyzing (a=13, b=15, c=16)...
  ✓ Samples: 4,567,038 | Chi-Sq Stat: 1699.6680 | Chi-Sq p-value: 0.0 | MAD: 0.00167 | KS D-Max: 0.00753 | Dmix: 0.007527 | Digital Mix Speed: 3987.805 | Time: 5.10s

[682/1331] Analyzing (a=13, b=15, c=17)...
  ✓ Samples: 4,567,301 | Chi-Sq Stat: 1662.5635 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00732 | Dmix: 0.007321 | Digital Mix Speed: 4085.681 | Time: 4.94s

[683/1331] Analyzing (a=13, b=16, c=7)...
  ✓ Samples: 3,955,766 | Chi-Sq Stat: 492.1533 | Chi-Sq p-value: 0.0 | MAD: 0.00106 | KS D-Max: 0.00188 | Dmix: 0.004756 | Digital Mix Speed: 6223.802 | Time: 4.19s

[684/1331] Analyzing (a=13, b=16, c=8)...
  ✓ Samples: 3,955,810 | Chi-Sq Stat: 482.1677 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00187 | Dmix: 0.004695 | Digital Mix Speed: 6343.496 | Time: 4.12s

[685/1331] Analyzing (a=13, b=16, c=9)...
  ✓ Samples: 3,955,585 | Chi-Sq Stat: 475.9583 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00190 | Dmix: 0.004672 | Digital Mix Speed: 6343.472 | Time: 4.18s

[686/1331] Analyzing (a=13, b=16, c=10)...
  ✓ Samples: 3,955,802 | Chi-Sq Stat: 489.4875 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00189 | Dmix: 0.004734 | Digital Mix Speed: 6283.081 | Time: 4.09s

[687/1331] Analyzing (a=13, b=16, c=11)...
  ✓ Samples: 3,955,782 | Chi-Sq Stat: 486.8719 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00189 | Dmix: 0.004730 | Digital Mix Speed: 6283.078 | Time: 4.15s

[688/1331] Analyzing (a=13, b=16, c=12)...
  ✓ Samples: 3,955,752 | Chi-Sq Stat: 480.0997 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00190 | Dmix: 0.004683 | Digital Mix Speed: 6343.489 | Time: 4.16s

[689/1331] Analyzing (a=13, b=16, c=13)...
  ✓ Samples: 3,934,831 | Chi-Sq Stat: 760.0497 | Chi-Sq p-value: 0.0 | MAD: 0.00129 | KS D-Max: 0.00180 | Dmix: 0.005786 | Digital Mix Speed: 5112.346 | Time: 4.07s

[690/1331] Analyzing (a=13, b=16, c=14)...
  ✓ Samples: 3,955,778 | Chi-Sq Stat: 479.9452 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00188 | Dmix: 0.004693 | Digital Mix Speed: 6343.492 | Time: 4.33s

[691/1331] Analyzing (a=13, b=16, c=15)...
  ✓ Samples: 3,955,788 | Chi-Sq Stat: 482.3270 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00188 | Dmix: 0.004721 | Digital Mix Speed: 6283.079 | Time: 4.08s

[692/1331] Analyzing (a=13, b=16, c=16)...
  ✓ Samples: 3,955,797 | Chi-Sq Stat: 504.7498 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00188 | Dmix: 0.004810 | Digital Mix Speed: 6165.639 | Time: 4.10s

[693/1331] Analyzing (a=13, b=16, c=17)...
  ✓ Samples: 3,955,721 | Chi-Sq Stat: 490.7929 | Chi-Sq p-value: 0.0 | MAD: 0.00106 | KS D-Max: 0.00188 | Dmix: 0.004758 | Digital Mix Speed: 6223.798 | Time: 4.07s

[694/1331] Analyzing (a=13, b=17, c=7)...
  ✓ Samples: 3,919,817 | Chi-Sq Stat: 785.9440 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00421 | Dmix: 0.006173 | Digital Mix Speed: 4812.603 | Time: 4.16s

[695/1331] Analyzing (a=13, b=17, c=8)...
  ✓ Samples: 3,919,870 | Chi-Sq Stat: 792.4413 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00422 | Dmix: 0.006164 | Digital Mix Speed: 4812.607 | Time: 4.11s

[696/1331] Analyzing (a=13, b=17, c=9)...
  ✓ Samples: 3,919,830 | Chi-Sq Stat: 815.7345 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00424 | Dmix: 0.006215 | Digital Mix Speed: 4777.730 | Time: 4.02s

[697/1331] Analyzing (a=13, b=17, c=10)...
  ✓ Samples: 3,920,041 | Chi-Sq Stat: 807.6171 | Chi-Sq p-value: 0.0 | MAD: 0.00139 | KS D-Max: 0.00427 | Dmix: 0.006243 | Digital Mix Speed: 4743.375 | Time: 4.18s

[698/1331] Analyzing (a=13, b=17, c=11)...
  ✓ Samples: 3,919,987 | Chi-Sq Stat: 812.3716 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00422 | Dmix: 0.006189 | Digital Mix Speed: 4777.742 | Time: 4.05s

[699/1331] Analyzing (a=13, b=17, c=12)...
  ✓ Samples: 3,919,995 | Chi-Sq Stat: 782.6513 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00419 | Dmix: 0.006111 | Digital Mix Speed: 4848.004 | Time: 4.16s

[700/1331] Analyzing (a=13, b=17, c=13)...
  ✓ Samples: 3,847,440 | Chi-Sq Stat: 1522.5938 | Chi-Sq p-value: 0.0 | MAD: 0.00195 | KS D-Max: 0.00495 | Dmix: 0.008797 | Digital Mix Speed: 3377.011 | Time: 3.94s

[701/1331] Analyzing (a=13, b=17, c=14)...
  ✓ Samples: 3,919,911 | Chi-Sq Stat: 785.1838 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00421 | Dmix: 0.006119 | Digital Mix Speed: 4847.997 | Time: 4.05s

[702/1331] Analyzing (a=13, b=17, c=15)...
  ✓ Samples: 3,919,989 | Chi-Sq Stat: 783.2904 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00423 | Dmix: 0.006199 | Digital Mix Speed: 4777.743 | Time: 4.24s

[703/1331] Analyzing (a=13, b=17, c=16)...
  ✓ Samples: 3,919,789 | Chi-Sq Stat: 805.6256 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00423 | Dmix: 0.006183 | Digital Mix Speed: 4812.601 | Time: 4.12s

[704/1331] Analyzing (a=13, b=17, c=17)...
  ✓ Samples: 3,919,917 | Chi-Sq Stat: 782.7776 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00417 | Dmix: 0.006119 | Digital Mix Speed: 4847.998 | Time: 4.30s

[705/1331] Analyzing (a=13, b=18, c=7)...
  ✓ Samples: 3,813,221 | Chi-Sq Stat: 2673.4725 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00694 | Dmix: 0.011314 | Digital Mix Speed: 2622.029 | Time: 3.88s

[706/1331] Analyzing (a=13, b=18, c=8)...
  ✓ Samples: 3,813,434 | Chi-Sq Stat: 2715.3013 | Chi-Sq p-value: 0.0 | MAD: 0.00253 | KS D-Max: 0.00693 | Dmix: 0.011370 | Digital Mix Speed: 2601.311 | Time: 3.94s

[707/1331] Analyzing (a=13, b=18, c=9)...
